ID,Data Point,Column Name,Category,Sub Category,ACS Variable,ACS Table
1172,TravelTimeMode: Public Transportation Excluding Taxi 10 to 14 Minutes,traveltimemode_publictransportationexcludingtaxi_10to14,Transportation,Travel Time,B08134_063E,B08134
1173,TravelTimeMode: Public Transportation Excluding Taxi 15 to 19 Minutes,traveltimemode_publictransportationexcludingtaxi_15to19,Transportation,Travel Time,B08134_064E,B08134
1174,TravelTimeMode: Public Transportation Excluding Taxi 20 to 24 Minutes,traveltimemode_publictransportationexcludingtaxi_20to24,Transportation,Travel Time,B08134_065E,B08134
1175,TravelTimeMode: Public Transportation Excluding Taxi 25 to 29 Minutes,traveltimemode_publictransportationexcludingtaxi_25to29,Transportation,Travel Time,B08134_066E,B08134
1176,TravelTimeMode: Public Transportation Excluding Taxi 30 to 34 Minutes,traveltimemode_publictransportationexcludingtaxi_30to34,Transportation,Travel Time,B08134_067E,B08134
1177,TravelTimeMode: Public Transportation Excluding Taxi 35 to 44 Minutes,traveltimemode_publictransportationexcludingtaxi_35to44,Transportation,Travel Time,B08134_068E,B08134
1178,TravelTimeMode: Public Transportation Excluding Taxi 45 to 59 Minutes,traveltimemode_publictransportationexcludingtaxi_45to59,Transportation,Travel Time,B08134_069E,B08134
1179,TravelTimeMode: Public Transportation Excluding Taxi 60 or More Minutes,traveltimemode_publictransportationexcludingtaxi_60ormore,Transportation,Travel Time,B08134_070E,B08134
1180,TravelTimeMode: Walked,traveltimemode_walked,Transportation,Travel Time,B08134_101E,B08134
1181,TravelTimeMode: Walked Less than 10 Minutes,traveltimemode_walked_lessthan10,Transportation,Travel Time,B08134_102E,B08134
1182,TravelTimeMode: Walked 10 to 14 Minutes,traveltimemode_walked_10to14,Transportation,Travel Time,B08134_103E,B08134
1183,TravelTimeMode: Walked 15 to 19 Minutes,traveltimemode_walked_15to19,Transportation,Travel Time,B08134_104E,B08134
1184,TravelTimeMode: Walked 20 to 24 Minutes,traveltimemode_walked_20to24,Transportation,Travel Time,B08134_105E,B08134
1185,TravelTimeMode: Walked 25 to 29 Minutes,traveltimemode_walked_25to29,Transportation,Travel Time,B08134_106E,B08134
1186,TravelTimeMode: Walked 30 to 34 Minutes,traveltimemode_walked_30to34,Transportation,Travel Time,B08134_107E,B08134
1187,TravelTimeMode: Walked 35 to 44 Minutes,traveltimemode_walked_35to44,Transportation,Travel Time,B08134_108E,B08134
1188,TravelTimeMode: Walked 45 to 59 Minutes,traveltimemode_walked_45to59,Transportation,Travel Time,B08134_109E,B08134
1189,TravelTimeMode: Walked 60 or More Minutes,traveltimemode_walked_60ormore,Transportation,Travel Time,B08134_110E,B08134
1190,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other",traveltimemode_taximotorcyclebicycleorother,Transportation,Travel Time,B08134_111E,B08134
1191,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other Less than 10 Minutes",traveltimemode_taximotorcyclebicycleorother_lessthan10,Transportation,Travel Time,B08134_112E,B08134
1192,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 10 to 14 Minutes",traveltimemode_taximotorcyclebicycleorother_10to14,Transportation,Travel Time,B08134_113E,B08134
1193,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 15 to 19 Minutes",traveltimemode_taximotorcyclebicycleorother_15to19,Transportation,Travel Time,B08134_114E,B08134
1194,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 20 to 24 Minutes",traveltimemode_taximotorcyclebicycleorother_20to24,Transportation,Travel Time,B08134_115E,B08134
1195,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 25 to 29 Minutes",traveltimemode_taximotorcyclebicycleorother_25to29,Transportation,Travel Time,B08134_116E,B08134
1196,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 30 to 34 Minutes",traveltimemode_taximotorcyclebicycleorother_30to34,Transportation,Travel Time,B08134_117E,B08134
1197,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 35 to 44 Minutes",traveltimemode_taximotorcyclebicycleorother_35to44,Transportation,Travel Time,B08134_118E,B08134
1198,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 45 to 59 Minutes",traveltimemode_taximotorcyclebicycleorother_45to59,Transportation,Travel Time,B08134_119E,B08134
1199,"TravelTimeMode: Taxi, Motorcycle, Bicycle, or Other 60 or More Minutes",traveltimemode_taximotorcyclebicycleorother_60ormore,Transportation,Travel Time,B08134_120E,B08134
1200,ForeignBorn: Total Series,fb_total_series,Population,Foreign Born,B08511_001E,B08511
1201,ForeignBorn: Total Native Born,fb_nativeborn,Population,Foreign Born,B08511_002E,B08511
1202,ForeignBorn:Total Foreign Born,fb_foreignborn,Population,Foreign Born,B08511_003E,B08511
1203,"ForeignBorn:Foreign Born, Naturalized US Citizen",fb_foreignborn_naturalizeduscitizen,Population,Foreign Born,B08511_004E,B08511
1204,"ForeignBorn:Foreign Born, Not a US Citizen",fb_foreignborn_notauscitizen,Population,Foreign Born,B08511_005E,B08511
1205,Disability:Age by Number of Disabilities Series Total,disability_agebynumber_series_total,Population,Disability,C18108_001E,C18108
1206,Disability:Total Under 18,disability_u18_total,Population,Disability,C18108_002E,C18108
1207,Disability:Under 18 with One Type of Disability,disability_u18_1disability,Population,Disability,C18108_003E,C18108
1208,Disability:Under 18 with Two or More Types of Disability,disability_u18_2ormoredisabilities,Population,Disability,C18108_004E,C18108
1209,Disability:Under 18 No Disability,disability_u18_nodisability,Population,Disability,C18108_005E,C18108
1210,Disability:Total 18 to 64,disability_18to64_total,Population,Disability,C18108_006E,C18108
1211,Disability:18 to 64 with One Type of Disability,disability_18to64_1disability,Population,Disability,C18108_007E,C18108
1212,Disability:18 to 64 with Two or More Types of Disability,disability_18to64_2ormoredisabilities,Population,Disability,C18108_008E,C18108
1213,Disability:18 to 64 No Disability,disability_18to64_nodisability,Population,Disability,C18108_009E,C18108
1214,Disability:Total 65+,disability_65+_total,Population,Disability,C18108_010E,C18108
1215,Disability:65+ with One Type of Disability,disability_65+_1disability,Population,Disability,C18108_011E,C18108
1216,Disability:65+ with Two or More Types of Disability,disability_65+_2ormoredisabilities,Population,Disability,C18108_012E,C18108
1217,Disability:65+ No Disability,disability_65+_nodisability,Population,Disability,C18108_013E,C18108
